=== Cargo Screen Log Started ===
[12:03:31] [I] cargoScreen: onCargoGenerated called: cargoId=18, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1479, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1480, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1481, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1482, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1483, origin.facId=cityCommercial_parking1
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1484, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1485, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1486, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1487, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1488, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1489, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1490, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1491, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1492, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1493, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1494, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1495, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1496, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1497, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1505, origin.facId=watchtowerInn
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1508, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1509, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1510, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1511, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1512, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1513, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1514, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1515, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1516, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1517, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1518, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1519, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1520, origin.facId=hendersonsGarage
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1521, origin.facId=hendersonsGarage
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1522, origin.facId=hendersonsGarage
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1523, origin.facId=hendersonsGarage
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1524, origin.facId=hendersonsGarage
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1525, origin.facId=cityCommercial_parking1
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1526, origin.facId=cityCommercial_parking1
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1527, origin.facId=cityCommercial_parking1
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1528, origin.facId=cityCommercial_parking1
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1529, origin.facId=cityCommercial_parking1
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1530, origin.facId=cityCommercial_parking1
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1531, origin.facId=cityCommercial_parking1
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1532, origin.facId=cityCommercial_parking1
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1533, origin.facId=cityCommercial_parking1
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1534, origin.facId=cityCommercial_parking1
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1535, origin.facId=cityCommercial_parking1
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1536, origin.facId=cityCommercial_parking1
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1537, origin.facId=cityCommercial_parking1
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1538, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1539, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1540, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1541, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1542, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1543, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1544, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1545, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1546, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1547, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1548, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1549, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1550, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1551, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1552, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1553, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1554, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1555, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1556, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1557, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1558, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1559, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1560, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1561, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1562, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1563, origin.facId=cityCommercial_parking2
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1564, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1565, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1566, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1567, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1568, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1569, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1570, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1571, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1572, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1573, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1574, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1575, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1576, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1577, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1578, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1579, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1580, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1581, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1582, origin.facId=port
